repo,issue_number,issue_url,title,state,created_at,closed_at,updated_at,matched_queries,matched_terms,suspected_trigger,prior_work_match,novelty_status,evidence_type,linked_fix_url,evidence_detail,labels,notes,is_valid,trigger_category,fp_order_mechanism,fix_summary,invalid_reason
vllm-project/vllm,33859,https://github.com/vllm-project/vllm/issues/33859,[Bug]: DeepSeek V3.2-NVFP4 with flashinfer moe reports `q must have dtype torch::kBFloat16`,closed,2026-02-05T02:59:02Z,2026-02-05T19:22:21Z,2026-02-05T19:22:21Z,"""reproducible"" ""MoE"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""backend"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""expert"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""scheduler"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",backend;expert;MoE;reproducible;scheduler,quantization_paths;moe_execution;runtime_scheduling;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/vllm-project/vllm/pull/33284,PR #33284 is merged,bug,,,quantization_paths;moe_execution;runtime_scheduling;cross_backend_architecture,,,
vllm-project/vllm,27348,https://github.com/vllm-project/vllm/issues/27348,[CI Failure]: AssertionError on graph pickler while serializing symint nodes.,closed,2025-10-22T14:48:32Z,2025-11-05T14:34:52Z,2025-11-05T14:34:52Z,"""reproducible"" ""CUDA graph"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",CUDA graph;expert;reproducible,moe_execution;runtime_scheduling;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/vllm-project/vllm/pull/25205,PR #25205 is merged,ci-failure,,,moe_execution;runtime_scheduling;cross_backend_architecture,,,
vllm-project/vllm,20492,https://github.com/vllm-project/vllm/issues/20492,[RFC]: KV-Cache Interoperability API Standardization,closed,2025-07-04T16:23:37Z,2026-03-08T02:19:22Z,2026-03-08T02:19:22Z,"""reproducible"" ""backend"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""prefix cache"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",backend;prefix cache;reproducible,quantization_paths;moe_execution;memory_layout;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/vllm-project/vllm/pull/23673,PR #23673 is merged,RFC;stale,,,quantization_paths;moe_execution;memory_layout;cross_backend_architecture,,,
vllm-project/vllm,28982,https://github.com/vllm-project/vllm/issues/28982,[Bug]: CPU Backend: vllm / torch.compile issue with torch > 2.8,closed,2025-11-19T01:35:35Z,2025-11-21T03:51:00Z,2025-11-21T10:37:47Z,"""reproducible"" ""backend"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""scheduler"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",backend;reproducible;scheduler,runtime_scheduling;cross_backend_architecture,,candidate_new_trigger,maintainer_confirmation,https://github.com/vllm-project/vllm/issues/28982#issuecomment-3560739304,#29129 should fixed the issue on my side. cc @Radu2k,bug;torch.compile;cpu,,,runtime_scheduling;cross_backend_architecture,,,
vllm-project/vllm,24126,https://github.com/vllm-project/vllm/issues/24126,[Bug]: uv installation seems broken for nightly wheels (dependency problem with `outlines` and filename<>metadata mismatch),closed,2025-09-02T22:14:46Z,2025-11-20T11:17:17Z,2026-04-07T13:21:54Z,"""inconsistent"" ""backend"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""reproducible"" ""backend"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",backend;inconsistent;reproducible,cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/vllm-project/vllm/pull/20358,PR #20358 is merged,bug,,,cross_backend_architecture,,,
vllm-project/vllm,40247,https://github.com/vllm-project/vllm/issues/40247,"[Bug]: Gemma 4 26b-a4b AWQ INT4 is broken in 0.19.1, but working in latest gemma4 tag on Dockerhub",closed,2026-04-18T14:41:25Z,2026-05-09T17:20:46Z,2026-05-09T17:20:46Z,"""same seed"" ""MoE"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""same seed"" ""expert"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""same seed"" ""speculative"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""MoE"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""expert"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""speculative"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",expert;MoE;same seed;speculative;temperature 0,speculative_decoding;quantization_paths;moe_execution,,candidate_new_trigger,linked_merged_pr,https://github.com/vllm-project/vllm/pull/40708,PR #40708 is merged,bug,,,speculative_decoding;quantization_paths;moe_execution,,,
vllm-project/vllm,42068,https://github.com/vllm-project/vllm/issues/42068,Gemma 4 + DFlash incompatible: MTP-specific backend propagation forces TRITON_ATTN on independent (DFlash) drafters,closed,2026-05-08T13:33:28Z,2026-05-19T18:46:53Z,2026-05-19T18:46:53Z,"""temperature 0"" ""backend"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""bf16"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""reduction"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""speculative"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",backend;bf16;reduction;speculative;temperature 0,speculative_decoding;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/vllm-project/vllm/pull/39930,PR #39930 is merged,,,,speculative_decoding;cross_backend_architecture,,,
vllm-project/vllm,34002,https://github.com/vllm-project/vllm/issues/34002,[Bug]: Recent PR breaks Whisper inference,closed,2026-02-06T16:17:29Z,2026-02-07T02:42:54Z,2026-02-07T02:42:54Z,"""temperature 0"" ""atomic"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""bf16"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""speculative"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",atomic;bf16;speculative;temperature 0,runtime_scheduling;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/vllm-project/vllm/pull/31366,PR #31366 is merged,bug,,,runtime_scheduling;cross_backend_architecture,,,
vllm-project/vllm,34705,https://github.com/vllm-project/vllm/issues/34705,[Bug]: Old torch compile files cause poor CPU utilisation,closed,2026-02-17T14:27:14Z,2026-02-27T02:54:13Z,2026-02-27T02:54:13Z,"""temperature 0"" ""atomic"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""bf16"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""speculative"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",atomic;bf16;speculative;temperature 0,cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/vllm-project/vllm/pull/35119,PR #35119 is merged,bug;torch.compile,,,cross_backend_architecture,,,
vllm-project/vllm,28807,https://github.com/vllm-project/vllm/issues/28807,[Bug]: doesn't work with cpu,closed,2025-11-16T12:53:01Z,2025-11-17T07:50:42Z,2025-11-17T09:25:24Z,"""temperature 0"" ""prefix cache"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""scheduler"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""speculative"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",prefix cache;scheduler;speculative;temperature 0,quantization_paths;runtime_scheduling;memory_layout;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/vllm-project/vllm/pull/28824,PR #28824 is merged,bug,,,quantization_paths;runtime_scheduling;memory_layout;cross_backend_architecture,,,
vllm-project/vllm,32591,https://github.com/vllm-project/vllm/issues/32591,Speculative-Decoding Draft Model Exceeds Cuda Graph Range,closed,2026-01-19T11:07:05Z,2026-01-19T15:51:05Z,2026-02-02T10:38:14Z,"""temperature 0"" ""CUDA graph"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""backend"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""prefix cache"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""scheduler"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""speculative"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",backend;CUDA graph;prefix cache;scheduler;speculative;temperature 0,speculative_decoding;runtime_scheduling;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/vllm-project/vllm/pull/24322,PR #24322 is merged,bug,,,speculative_decoding;runtime_scheduling;cross_backend_architecture,,,
vllm-project/vllm,24547,https://github.com/vllm-project/vllm/issues/24547,[Bug]: torch.compile fails for Gemma3n on pytorch 2.8,closed,2025-09-10T01:13:27Z,2025-10-24T16:30:28Z,2025-10-24T16:30:29Z,"""temperature 0"" ""backend"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""quantization"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",backend;expert;quantization;temperature 0,quantization_paths;moe_execution;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/vllm-project/vllm/pull/24666,PR #24666 is merged,bug;torch.compile,,,quantization_paths;moe_execution;cross_backend_architecture,,,
vllm-project/vllm,31319,https://github.com/vllm-project/vllm/issues/31319,[Bug]: GLM-4.7-FP8 missing beginning <think> tag ,closed,2025-12-24T18:45:34Z,2026-01-06T13:53:23Z,2026-01-24T04:01:20Z,"""temperature 0"" ""MoE"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",MoE;temperature 0,quantization_paths;moe_execution,,candidate_new_trigger,linked_pr_unmerged,https://github.com/vllm-project/vllm/pull/31220,PR #31220 is linked but not merged,bug,,,quantization_paths;moe_execution,,,
vllm-project/vllm,19051,https://github.com/vllm-project/vllm/issues/19051,"[Bug]: 400 response when using Qwen3 + reasoning + tool calling + tool_choice ""required""",closed,2025-06-03T04:22:19Z,2025-06-03T23:27:27Z,2025-06-05T02:04:46Z,"""temperature 0"" ""backend"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""prefix cache"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",backend;prefix cache;temperature 0,quantization_paths;runtime_scheduling;memory_layout;cross_backend_architecture,,candidate_new_trigger,maintainer_confirmation,https://github.com/vllm-project/vllm/issues/19051#issuecomment-2934722445,@andysalerno Could you help test #19075? I’ve already fixed this issue.,bug,,,quantization_paths;runtime_scheduling;memory_layout;cross_backend_architecture,,,
vllm-project/vllm,23108,https://github.com/vllm-project/vllm/issues/23108,[Usage]: how to use built-in python tool of gpt-oss-20b after starting vllm serve --tool-server demo?,closed,2025-08-18T14:29:58Z,2026-01-13T02:15:45Z,2026-03-19T09:42:39Z,"""temperature 0"" ""backend"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""prefix cache"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",backend;prefix cache;temperature 0,memory_layout;cross_backend_architecture,,candidate_new_trigger,linked_pr_unmerged,https://github.com/vllm-project/vllm/pull/23440,PR #23440 is linked but not merged,usage;stale;gpt-oss,,,memory_layout;cross_backend_architecture,,,
vllm-project/vllm,43078,https://github.com/vllm-project/vllm/issues/43078,[Performance]: Regression in Gemma3 MM throughput of ~5%,closed,2026-05-19T09:36:35Z,2026-05-21T09:51:24Z,2026-05-21T09:51:24Z,"""temperature 0"" ""backend"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""prefix cache"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",backend;prefix cache;temperature 0,quantization_paths;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/vllm-project/vllm/pull/41181,PR #41181 is merged,performance,,,quantization_paths;cross_backend_architecture,,,
vllm-project/vllm,22635,https://github.com/vllm-project/vllm/issues/22635,[Bug]: Possible mismatch in `truncate_prompt_tokens` value validation for `-1`,closed,2025-08-11T09:12:50Z,2025-08-30T20:39:39Z,2025-09-12T08:13:53Z,"""inconsistent"" ""scheduler"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""temperature 0"" ""scheduler"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",inconsistent;scheduler;temperature 0,speculative_decoding;runtime_scheduling,,candidate_new_trigger,linked_merged_pr,https://github.com/vllm-project/vllm/pull/14776,PR #14776 is merged,,,,speculative_decoding;runtime_scheduling,,,
vllm-project/vllm,28297,https://github.com/vllm-project/vllm/issues/28297,[Bug]: Qwen3 VL with hermes tool parser streaming issue,closed,2025-11-07T13:39:41Z,2025-11-10T13:30:41Z,2026-02-22T14:47:47Z,"""temperature 0"" ""backend"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",backend;temperature 0,cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/vllm-project/vllm/pull/34779,PR #34779 is merged,bug,,,cross_backend_architecture,,,
vllm-project/vllm,32033,https://github.com/vllm-project/vllm/issues/32033,[Bug]: [CPU Backend]: Engine crashes on model re-run with torch=2.10.0 on CPU,closed,2026-01-09T16:37:20Z,2026-01-11T07:15:51Z,2026-01-22T17:03:35Z,"""temperature 0"" ""backend"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",backend;temperature 0,cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/vllm-project/vllm/pull/32037,PR #32037 is merged,bug;cpu,,,cross_backend_architecture,,,
vllm-project/vllm,34283,https://github.com/vllm-project/vllm/issues/34283,[CI Failure]: Multi Modal Models (Extended) 1,closed,2026-02-10T23:23:02Z,2026-02-14T04:04:30Z,2026-02-14T04:04:30Z,"""temperature 0"" ""backend"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",backend;temperature 0,cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/vllm-project/vllm/pull/34294,PR #34294 is merged,ci-failure,,,cross_backend_architecture,,,
vllm-project/vllm,29511,https://github.com/vllm-project/vllm/issues/29511,[CI Failure]: mi325_1: Multi-Modal Models Test (Extended) 1,closed,2025-11-26T17:36:17Z,2026-02-20T18:42:21Z,2026-02-20T18:42:21Z,"""different output"" ""backend"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""different output"" ""precision"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",backend;different output;precision,cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/vllm-project/vllm/pull/30013,PR #30013 is merged,ci-failure,,,cross_backend_architecture,,,
vllm-project/vllm,27713,https://github.com/vllm-project/vllm/issues/27713,[CI Failure][Feature]: BitsAndBytes is not supported on AMD,closed,2025-10-29T03:37:21Z,2025-12-04T21:30:38Z,2025-12-04T21:30:38Z,"""different output"" ""MoE"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""different output"" ""quantization"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",different output;MoE;quantization,speculative_decoding;quantization_paths;moe_execution,,candidate_new_trigger,linked_merged_pr,https://github.com/vllm-project/vllm/pull/27712,PR #27712 is merged,rocm;ci-failure,,,speculative_decoding;quantization_paths;moe_execution,,,
vllm-project/vllm,29468,https://github.com/vllm-project/vllm/issues/29468,[CI Failure]: mi325_1: Basic Models Tests (Other),closed,2025-11-26T00:54:46Z,2025-12-18T23:00:53Z,2025-12-18T23:00:53Z,"""different output"" ""MoE"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""different output"" ""backend"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08
""different output"" ""quantization"" repo:vllm-project/vllm is:issue is:closed created:2025-06-01..2026-06-08",backend;different output;expert;MoE;quantization,speculative_decoding;quantization_paths;moe_execution;cross_backend_architecture,,candidate_new_trigger,linked_merged_pr,https://github.com/vllm-project/vllm/pull/30719,PR #30719 is merged,ci-failure,,,speculative_decoding;quantization_paths;moe_execution;cross_backend_architecture,,,
